subplotmaincode,Species,comment,pinpoint,number_of_obs,Year,Site_Treatment,Replicate,Subplot,Subplot2
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,22,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,23,3,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,21,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,17,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,10,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor subsp. versicolor,,24,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Plantago maritima subsp. serpentina,,1,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Plantago maritima subsp. serpentina,,20,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Plantago maritima subsp. serpentina,,2,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,22,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,15,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,23,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,25,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,16,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,6,3,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,3,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,4,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,8,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,11,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,18,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,17,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Scorzoneroides pyrenaica var. helvetica,,21,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Scorzoneroides pyrenaica var. helvetica,,2,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,9,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,5,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,8,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,7,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,19,2,2017,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,24,1,2017,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,4,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,8,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,12,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,JACO INCA,15,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,17,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,25,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,PLANTALP,5,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Alopecurus gerardi,,10,3,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Anthoxanthum odoratum,ANT OBU (?),11,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Anthoxanthum odoratum,ANT OBU,20,3,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Bistorta vivipara,,24,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,6,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,25,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,18,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,17,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,16,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,12,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,10,3,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,1,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,2,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,3,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,3,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,4,4,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,7,3,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,13,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,14,4,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,15,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,16,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,18,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,23,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,1,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,2,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor,,5,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Helictochloa versicolor,,21,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Leontodon hispidus,,22,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla crantzii,,25,3,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla crantzii,,15,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla crantzii,,5,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,12,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,20,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,24,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,9,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,13,2,2018,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,19,1,2018,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,Hieracium glob,20,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,Ranunculus sp,24,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,Pilosella sp,25,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,aaa +++ En attente de détermination,Pilosella sp,19,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,7,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,1,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,2,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,3,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,4,5,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,5,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,6,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,9,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,10,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,11,8,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,12,12,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,14,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,15,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,16,13,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,17,11,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,18,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,20,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,21,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,22,10,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,23,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Carex sempervirens subsp. sempervirens,,25,7,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca halleri,,21,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,14,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,25,6,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,9,5,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,10,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,13,6,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,24,7,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,22,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,23,10,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,15,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,21,6,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,19,6,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,16,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,17,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,3,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,1,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,18,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Festuca nigrescens,,8,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Jacobaea incana,,15,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Patzkea paniculata subsp. paniculata,,25,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Patzkea paniculata subsp. paniculata,,20,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Plantago alpina,,8,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Plantago alpina,,12,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,12,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,15,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,17,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,22,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,25,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,6,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Potentilla aurea,,11,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Scorzoneroides pyrenaica var. helvetica,,22,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,9,1,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,5,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Trifolium alpinum,,3,2,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Viola calcarata,,10,4,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Viola calcarata,,14,3,2021,L_TP,2,C,UL
L_02_TP_CSL UL,Viola calcarata,,4,2,2021,L_TP,2,C,UL
L_02_TP_CSR LR,Agrostis rupestris,,19,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,24,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,23,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,22,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,21,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,20,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,17,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,15,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Alopecurus gerardi,,21,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Bistorta vivipara,,21,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Campanula rotundifolia,,18,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Campanula rotundifolia,,22,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,25,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,1,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,7,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,9,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,14,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,17,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,19,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,20,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,9,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,5,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,8,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,2,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,13,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,11,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,12,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca halleri,,7,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,14,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,16,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,4,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,2,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,19,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,12,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor subsp. versicolor,,8,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Jacobaea incana,,19,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Nardus stricta,,10,3,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Patzkea paniculata subsp. paniculata,,9,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Patzkea paniculata subsp. paniculata,,5,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Plantago maritima subsp. serpentina,,18,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Plantago maritima subsp. serpentina,,13,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,4,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,11,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,20,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,23,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,19,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Scorzoneroides pyrenaica var. helvetica,,9,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Scorzoneroides pyrenaica var. helvetica,,10,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,6,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,3,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,1,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,5,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,12,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,13,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,14,2,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,17,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,15,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,22,1,2017,L_TP,2,C,LR
L_02_TP_CSR LR,aaa +++ En attente de détermination,FEST SP,23,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,aaa +++ En attente de détermination,PLANTALP,19,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,aaa +++ En attente de détermination,PLANTALP,15,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,aaa +++ En attente de détermination,PLANTALP,11,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,aaa +++ En attente de détermination,PLANTALP,7,4,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Agrostis rupestris,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Alopecurus gerardi,,20,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Bistorta vivipara,,3,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Bromopsis erecta,,14,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Campanula rotundifolia,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,17,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,25,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,23,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,19,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,1,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,6,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,9,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,11,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,9,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,14,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,10,4,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,1,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,9,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,8,4,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,7,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,5,4,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,4,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,3,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,2,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,15,5,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,16,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,17,5,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,18,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,19,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,20,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,23,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,12,6,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,14,5,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,13,9,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,11,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Helictochloa versicolor,,16,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Nardus stricta,,10,5,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Poa alpina,,8,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Poa alpina,,2,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Poa alpina,,4,3,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Poa alpina,,6,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Poa alpina,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,15,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla aurea,,1,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Potentilla crantzii,,20,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,17,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,2,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,5,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,9,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,10,2,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,11,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,13,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Trifolium alpinum,,16,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Viola calcarata,,22,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Viola calcarata,,21,1,2018,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,13,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,23,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,20,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,12,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,21,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,15,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Achillea millefolium,,18,3,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Avenella flexuosa,,1,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Bistorta vivipara,,13,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,20,4,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,25,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,23,12,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,22,6,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,21,8,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,19,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,17,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,16,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,15,6,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,14,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,12,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,11,8,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,9,4,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,7,3,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,6,8,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,5,9,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,2,3,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Carex sempervirens subsp. sempervirens,,1,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,13,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,14,3,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,8,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,9,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,2,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,7,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,3,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,19,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Centaurea uniflora,,18,4,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,23,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,3,11,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,2,5,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,1,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,6,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,7,2,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,8,14,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,15,10,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,16,4,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,17,8,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,20,1,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,4,12,2021,L_TP,2,C,LR
L_02_TP_CSR LR,Festuca nigrescens,,22,8,2021,L_TP,2,C,LR
