subplotmaincode,Species,comment,pinpoint,number_of_obs,Year,Site_Treatment,Replicate,Subplot,Subplot2
G_01_CP_000 LL,aaa +++ En attente de détermination,GRAM SP1,18,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,aaa +++ En attente de détermination,GRAM SP1,14,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,7,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,6,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,9,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,8,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,17,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,15,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,11,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,3,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,13,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,4,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,16,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,14,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Festuca nigrescens,,21,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Leontodon hispidus,,3,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,19,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,14,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,5,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,15,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,23,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,16,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Plantago maritima subsp. serpentina,,21,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,1,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,14,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,8,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,4,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,2,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,19,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,1,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,5,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,8,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,11,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,18,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,23,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,16,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,10,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,4,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,3,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,11,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,10,3,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,9,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,8,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,12,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,13,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,17,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,18,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,19,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,20,3,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,21,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,24,2,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,2,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,6,3,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,5,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,1,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,4,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,7,1,2017,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,25,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,18,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,17,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,16,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,15,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,13,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,11,3,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,8,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,7,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,4,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,3,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,23,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Carex sempervirens subsp. sempervirens,,2,4,2018,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,7,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,22,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,19,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,14,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Festuca halleri,,6,3,2018,G_CP,1,0,LL
G_01_CP_000 LL,Helictochloa versicolor,,16,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,19,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,16,4,2018,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,20,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,2,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,9,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,11,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,14,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,6,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,3,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,4,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,1,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,18,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,23,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,13,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,8,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,5,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,6,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,4,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,3,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,2,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,1,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,25,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,24,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,20,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,18,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,17,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,13,1,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,12,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,11,2,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,10,3,2018,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,9,4,2018,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,11,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,25,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,18,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,17,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,23,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,16,5,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,15,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,14,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,3,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,4,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,7,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Alopecurus gerardi,,8,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Carex sempervirens subsp. sempervirens,,22,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Carex sempervirens subsp. sempervirens,,2,4,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca nigrescens,,12,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca nigrescens,,13,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca nigrescens,,10,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca violacea,,14,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca violacea,,18,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca violacea,,8,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Festuca violacea,,10,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Nardus stricta,,24,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Nardus stricta,,21,10,2021,G_CP,1,0,LL
G_01_CP_000 LL,Nardus stricta,,22,8,2021,G_CP,1,0,LL
G_01_CP_000 LL,Nardus stricta,,23,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Nardus stricta,,25,15,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,1,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,23,4,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,19,8,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,16,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,14,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Plantago alpina,,10,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,25,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,17,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,4,4,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,11,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,8,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,6,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,1,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,12,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,13,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,2,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,5,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,14,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,15,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Poa alpina,,3,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,20,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,23,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,1,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,2,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,5,4,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,9,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,10,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla aurea,,16,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Potentilla grandiflora,,9,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Ranunculus kuepferi,,7,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Ranunculus kuepferi,,3,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Ranunculus kuepferi,,5,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,11,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,17,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,4,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,21,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Scorzoneroides pyrenaica var. helvetica,,16,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,14,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,1,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,2,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,3,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,5,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,6,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,9,3,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,12,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,13,2,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,15,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,18,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,19,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,20,7,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,22,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,24,1,2021,G_CP,1,0,LL
G_01_CP_000 LL,Trifolium alpinum,,25,1,2021,G_CP,1,0,LL
G_01_CP_000 LR,aaa +++ En attente de détermination,GRAM SP1,7,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,10,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,7,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,22,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,21,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,17,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,14,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,13,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,11,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,9,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Festuca nigrescens,,17,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Leontodon hispidus,,9,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Nardus stricta,,12,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Plantago maritima subsp. serpentina,,13,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Plantago maritima subsp. serpentina,,16,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Plantago maritima subsp. serpentina,,6,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,18,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,25,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,24,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,21,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,16,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,13,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,4,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,1,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,21,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,3,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,4,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,9,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,22,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,17,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,2,3,2017,G_CP,1,0,LR
G_01_CP_000 LR,Ranunculus kuepferi,,3,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,12,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,21,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,17,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,11,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,6,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,1,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,10,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,7,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,8,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,25,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,23,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,19,2,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,18,3,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,16,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,13,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Viola calcarata,,23,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Viola calcarata,,22,1,2017,G_CP,1,0,LR
G_01_CP_000 LR,Achillea millefolium,,15,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,10,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,11,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,14,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,17,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,23,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,7,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Festuca halleri,,2,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Festuca halleri,,21,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Festuca halleri,,8,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Festuca halleri,,6,3,2018,G_CP,1,0,LR
G_01_CP_000 LR,Helictochloa versicolor,,4,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Leontodon hispidus,,10,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Leontodon hispidus,,9,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Nardus stricta,,12,3,2018,G_CP,1,0,LR
G_01_CP_000 LR,Patzkea paniculata subsp. paniculata,,13,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Patzkea paniculata subsp. paniculata,,14,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Phleum alpinum,,13,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Phleum alpinum,,18,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Phleum alpinum,,24,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Phleum alpinum,,25,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,19,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,6,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,17,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,18,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,25,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,2,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,8,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,13,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,16,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Poa alpina,,18,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,3,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,4,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,16,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,17,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla aurea,,21,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Potentilla crantzii,,2,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,4,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,12,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,13,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,16,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Scorzoneroides pyrenaica var. helvetica,,17,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,1,3,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,2,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,3,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,7,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,11,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,12,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,13,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,18,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,19,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,21,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,22,3,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,23,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Trifolium alpinum,,24,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,Viola calcarata,,23,2,2018,G_CP,1,0,LR
G_01_CP_000 LR,Viola calcarata,,22,1,2018,G_CP,1,0,LR
G_01_CP_000 LR,aaa +++ En attente de détermination,Hier glob,2,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Achillea millefolium,,15,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,23,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,13,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,24,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,8,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Alopecurus gerardi,,11,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Briza media,,21,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,20,3,2021,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,7,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,2,5,2021,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,9,4,2021,G_CP,1,0,LR
G_01_CP_000 LR,Carex sempervirens subsp. sempervirens,,19,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Centaurea uniflora,,13,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Centaurea uniflora,,9,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Centaurea uniflora,,20,4,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca nigrescens,,8,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca nigrescens,,6,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca nigrescens,,9,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca violacea,,13,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca violacea,,1,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca violacea,,6,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Festuca violacea,,7,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Helictochloa versicolor subsp. versicolor,,2,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Nardus stricta,,21,4,2021,G_CP,1,0,LR
G_01_CP_000 LR,Nardus stricta,,12,5,2021,G_CP,1,0,LR
G_01_CP_000 LR,Nardus stricta,,22,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Patzkea paniculata subsp. paniculata,,8,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Patzkea paniculata subsp. paniculata,,14,1,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,6,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,1,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,10,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,11,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,16,2,2021,G_CP,1,0,LR
G_01_CP_000 LR,Plantago alpina,,17,2,2021,G_CP,1,0,LR
